# FPR TPR
0.000000 0.055531
0.000000 0.055598
0.000000 0.055632
0.000000 0.055682
0.000000 0.055715
0.000000 0.056116
0.000000 0.056150
0.000000 0.056166
0.000000 0.056200
0.000000 0.056283
0.000000 0.056317
0.000000 0.056367
0.000000 0.056400
0.000000 0.056451
0.000000 0.056484
0.000000 0.056568
0.000000 0.056601
0.000000 0.056768
0.000000 0.056801
0.000000 0.056835
0.000000 0.056902
0.000000 0.056935
0.000000 0.056969
0.000000 0.057002
0.000000 0.057035
0.000000 0.057052
0.000000 0.057086
0.000000 0.057169
0.000000 0.057203
0.000000 0.057403
0.000000 0.057436
0.000000 0.057470
0.000000 0.057503
0.000000 0.057520
0.000000 0.057553
0.000000 0.057654
0.000000 0.057721
0.000000 0.057737
0.000000 0.057771
0.000000 0.057804
0.000000 0.057838
0.000000 0.057904
0.000000 0.057938
0.000000 0.058021
0.000000 0.058055
0.000000 0.058138
0.000000 0.058172
0.000000 0.058389
0.000000 0.058422
0.000000 0.058456
0.000000 0.058506
0.000000 0.058523
0.000000 0.058556
0.000000 0.058590
0.000000 0.058640
0.000000 0.058673
0.000000 0.058707
0.000000 0.058723
0.000000 0.058757
0.000000 0.058840
0.000000 0.058874
0.000000 0.058974
0.000000 0.059007
0.000000 0.059057
0.000000 0.059091
0.000000 0.059141
0.000000 0.059174
0.000000 0.059291
0.000000 0.059358
0.000000 0.059475
0.000000 0.059509
0.000000 0.059576
0.000000 0.059676
0.000000 0.059860
0.000000 0.059893
0.000000 0.060027
0.000000 0.060060
0.000000 0.060094
0.000000 0.060160
0.000000 0.060227
0.000000 0.060261
0.000000 0.060277
0.000000 0.060311
0.000000 0.060328
0.000000 0.060361
0.000000 0.060461
0.000000 0.060495
0.000000 0.060595
0.000000 0.060662
0.000000 0.060712
0.000000 0.060745
0.000000 0.061046
0.000000 0.061080
0.000000 0.061146
0.000000 0.061197
0.000000 0.061213
0.000000 0.061247
0.000000 0.061280
0.000000 0.061314
0.000000 0.061581
0.000000 0.061631
0.000000 0.061664
0.000000 0.061698
0.000000 0.061898
0.000000 0.061932
0.000000 0.061982
0.000000 0.062015
0.000000 0.062182
0.000000 0.062233
0.000000 0.062266
0.000000 0.062316
0.000000 0.062366
0.000000 0.062400
0.000000 0.062483
0.000000 0.062517
0.000000 0.062884
0.000000 0.062918
0.000000 0.062968
0.000000 0.063018
0.000000 0.063102
0.000000 0.063168
0.000000 0.063269
0.000000 0.063302
0.000000 0.063469
0.000000 0.063503
0.000000 0.063553
0.000000 0.063586
0.000000 0.063603
0.000000 0.063636
0.000000 0.063653
0.000000 0.063720
0.000000 0.064004
0.000000 0.064037
0.000000 0.064071
0.000000 0.064104
0.000000 0.064255
0.000000 0.064288
0.000000 0.064372
0.000000 0.064439
0.000000 0.064505
0.000000 0.064539
0.000000 0.064572
0.000000 0.064606
0.000000 0.064723
0.000000 0.064756
0.000000 0.064789
0.000000 0.064823
0.000000 0.064840
0.000000 0.064873
0.000000 0.065224
0.000000 0.065257
0.000000 0.065274
0.000000 0.065307
0.000000 0.065408
0.000000 0.065441
0.000000 0.065475
0.000000 0.065508
0.000000 0.065541
0.000000 0.065575
0.000000 0.065642
0.000000 0.065709
0.000000 0.065826
0.000000 0.065859
0.000000 0.066277
0.000000 0.066310
0.000000 0.066461
0.000000 0.066494
0.000000 0.066695
0.000000 0.066728
0.000000 0.066912
0.000000 0.066945
0.000000 0.067079
0.000000 0.067112
0.000000 0.067146
0.000000 0.067179
0.000000 0.067313
0.000000 0.067346
0.000000 0.067396
0.000000 0.067430
0.000000 0.067480
0.000000 0.067513
0.000000 0.067597
0.000000 0.067630
0.000000 0.067948
0.000000 0.067998
0.000000 0.068031
0.000000 0.068048
0.000000 0.068082
0.000000 0.068349
0.000000 0.068382
0.000000 0.068449
0.000000 0.068483
0.000000 0.068583
0.000000 0.068616
0.000000 0.068633
0.000000 0.068666
0.000000 0.068783
0.000000 0.068817
0.000000 0.068917
0.000000 0.068984
0.000000 0.069001
0.000000 0.069034
0.000000 0.069068
0.000000 0.069134
0.000000 0.069452
0.000000 0.069485
0.000000 0.069669
0.000000 0.069703
0.000000 0.069753
0.000000 0.069786
0.000000 0.070020
0.000000 0.070053
0.000000 0.070120
0.000000 0.070204
0.000000 0.070254
0.000000 0.070338
0.000000 0.070404
0.000000 0.070471
0.000000 0.070505
0.000000 0.070889
0.000000 0.070956
0.000000 0.071006
0.000000 0.071039
0.000000 0.071056
0.000000 0.071090
0.000000 0.071173
0.000000 0.071207
0.000000 0.071340
0.000000 0.071374
0.000000 0.071424
0.000000 0.071457
0.000000 0.071557
0.000000 0.071624
0.000000 0.071691
0.000000 0.071741
0.000000 0.071775
0.000000 0.071808
0.000000 0.071842
0.000000 0.071908
0.000000 0.071925
0.000000 0.071959
0.000000 0.071975
0.000000 0.072009
0.000000 0.072092
0.000000 0.072126
0.000000 0.072176
0.000000 0.072209
0.000000 0.072243
0.000000 0.072309
0.000000 0.072426
0.000000 0.072460
0.000000 0.072594
0.000000 0.072660
0.000000 0.072844
0.000000 0.072878
0.000000 0.072911
0.000000 0.072945
0.000000 0.073128
0.000000 0.073162
0.000000 0.073212
0.000000 0.073245
0.000000 0.073329
0.000000 0.073362
0.000000 0.073463
0.000000 0.073496
0.000000 0.074047
0.000000 0.074081
0.000000 0.074098
0.000000 0.074131
0.000000 0.074315
0.000000 0.074348
0.000000 0.074382
0.000000 0.074415
0.000000 0.074465
0.000000 0.074499
0.000000 0.074699
0.000000 0.074733
0.000000 0.074950
0.000000 0.075000
0.000000 0.075234
0.000000 0.075267
0.000000 0.075485
0.000000 0.075518
0.000000 0.075618
0.000000 0.075652
0.000000 0.075702
0.000000 0.075735
0.000000 0.075852
0.000000 0.075919
0.000000 0.075986
0.000000 0.076019
0.000000 0.076086
0.000000 0.076136
0.000000 0.076170
0.000000 0.076186
0.000000 0.076220
0.000000 0.076253
0.000000 0.076287
0.000000 0.076420
0.000000 0.076487
0.000000 0.076537
0.000000 0.076571
0.000000 0.076705
0.000000 0.076738
0.000000 0.076822
0.000000 0.076855
0.000000 0.077072
0.000000 0.077106
0.000000 0.077256
0.000000 0.077289
0.000000 0.077323
0.000000 0.077356
0.000000 0.077557
0.000000 0.077590
0.000000 0.077741
0.000000 0.077774
0.000000 0.077807
0.000000 0.077841
0.000000 0.078058
0.000000 0.078092
0.000000 0.078108
0.000000 0.078175
0.000000 0.078192
0.000000 0.078225
0.000000 0.078242
0.000000 0.078275
0.000000 0.078359
0.000000 0.078392
0.000000 0.078443
0.000000 0.078476
0.000000 0.078593
0.000000 0.078626
0.000000 0.078660
0.000000 0.078693
0.000000 0.078743
0.000000 0.078810
0.000000 0.078860
0.000000 0.078894
0.000000 0.078944
0.000000 0.078994
0.000000 0.079027
0.000000 0.079211
0.000000 0.079245
0.000000 0.079278
0.000000 0.079328
0.000000 0.079545
0.000000 0.079579
0.000000 0.079596
0.000000 0.079629
0.000000 0.079880
0.000000 0.079947
0.000000 0.080064
0.000000 0.080130
0.000000 0.080247
0.000000 0.080314
0.000000 0.080431
0.000000 0.080465
0.000000 0.080531
0.000000 0.080598
0.000000 0.080632
0.000000 0.080665
0.000000 0.080715
0.000000 0.080765
0.000000 0.080782
0.000000 0.080816
0.000000 0.081049
0.000000 0.081083
0.000000 0.081200
0.000000 0.081233
0.000000 0.081283
0.000000 0.081317
0.000000 0.081350
0.000000 0.081384
0.000000 0.081501
0.000000 0.081534
0.000000 0.081584
0.000000 0.081618
0.000000 0.081701
0.000000 0.081751
0.000000 0.081801
0.000000 0.081835
0.000000 0.081852
0.000000 0.081902
0.000000 0.081918
0.000000 0.081952
0.000000 0.082102
0.000000 0.082169
0.000000 0.082203
0.000000 0.082236
0.000000 0.082253
0.000000 0.082320
0.000000 0.082420
0.000000 0.082520
0.000000 0.082654
0.000000 0.082687
0.000000 0.082754
0.000000 0.082787
0.000000 0.082804
0.000000 0.082854
0.000000 0.083038
0.000000 0.083072
0.000000 0.083172
0.000000 0.083222
0.000000 0.083239
0.000000 0.083272
0.000000 0.083356
0.000000 0.083422
0.000000 0.083523
0.000000 0.083556
0.000000 0.083590
0.000000 0.083623
0.000000 0.083824
0.000000 0.083890
0.000000 0.083907
0.000000 0.083941
0.000000 0.083991
0.000000 0.084024
0.000000 0.084074
0.000000 0.084108
0.000000 0.084158
0.000000 0.084258
0.000000 0.084291
0.000000 0.084325
0.000000 0.084425
0.000000 0.084459
0.000000 0.084726
0.000000 0.084759
0.000000 0.084843
0.000000 0.084910
0.000000 0.084943
0.000000 0.085010
0.000000 0.085445
0.000000 0.085478
0.000000 0.085879
0.000000 0.085912
0.000000 0.086146
0.000000 0.086180
0.000000 0.086280
0.000000 0.086314
0.000000 0.086364
0.000000 0.086414
0.000000 0.086447
0.000000 0.086497
0.000000 0.086514
0.000000 0.086564
0.000000 0.086681
0.000000 0.086715
0.000000 0.086731
0.000000 0.086765
0.000000 0.086815
0.000000 0.086848
0.000000 0.086898
0.000000 0.086965
0.000000 0.087015
0.000000 0.087049
0.000000 0.087099
0.000000 0.087199
0.000000 0.087333
0.000000 0.087400
0.000000 0.087617
0.000000 0.087650
0.000000 0.087667
0.000000 0.087701
0.000000 0.087734
0.000000 0.087767
0.000000 0.087901
0.000000 0.087934
0.000000 0.087985
0.000000 0.088018
0.000000 0.088202
0.000000 0.088235
0.000000 0.088252
0.000000 0.088302
0.000000 0.088319
0.000000 0.088352
0.000000 0.088402
0.000000 0.088436
0.000000 0.088536
0.000000 0.088603
0.000000 0.088620
0.000000 0.088653
0.000000 0.088737
0.000000 0.088770
0.000000 0.088937
0.000000 0.088971
0.000000 0.089723
0.000000 0.089789
0.000000 0.089873
0.000000 0.089923
0.000000 0.089957
0.000000 0.089990
0.000000 0.090007
0.000000 0.090040
0.000000 0.090107
0.000000 0.090140
0.000000 0.090224
0.000000 0.090257
0.000000 0.090508
0.000000 0.090575
0.000000 0.090608
0.000000 0.090658
0.000000 0.090775
0.000000 0.090809
0.000000 0.090926
0.000000 0.090959
0.000000 0.091009
0.000000 0.091043
0.000000 0.091110
0.000000 0.091143
0.000000 0.091160
0.000000 0.091193
0.000000 0.091360
0.000000 0.091427
0.000000 0.091661
0.000000 0.091695
0.000000 0.091711
0.000000 0.091745
0.000000 0.091761
0.000000 0.091895
0.000000 0.092029
0.000000 0.092062
0.000000 0.092146
0.000000 0.092213
0.000000 0.092263
0.000000 0.092296
0.000000 0.092313
0.000000 0.092346
0.000000 0.092380
0.000000 0.092413
0.000000 0.092480
0.000000 0.092513
0.000000 0.092664
0.000000 0.092697
0.000000 0.092814
0.000000 0.092848
0.000000 0.092881
0.000000 0.092914
0.000000 0.093082
0.000000 0.093115
0.000000 0.093165
0.000000 0.093199
0.000000 0.093232
0.000000 0.093249
0.000000 0.093282
0.000000 0.093382
0.000000 0.093416
0.000000 0.093516
0.000000 0.093549
0.000000 0.093633
0.000000 0.093700
0.000000 0.093817
0.000000 0.093884
0.000000 0.093951
0.000000 0.093984
0.000000 0.094134
0.000000 0.094168
0.000000 0.094335
0.000000 0.094368
0.000000 0.094452
0.000000 0.094519
0.000000 0.094652
0.000000 0.094703
0.000000 0.094836
0.000000 0.094886
0.000000 0.094953
0.000000 0.094987
0.000000 0.095003
0.000000 0.095037
0.000000 0.095170
0.000000 0.095237
0.000000 0.095354
0.000000 0.095388
0.000000 0.095404
0.000000 0.095438
0.000000 0.095705
0.000000 0.095739
0.000000 0.095772
0.000000 0.095805
0.000000 0.095822
0.000000 0.095856
0.000000 0.095889
0.000000 0.095922
0.000000 0.096207
0.000000 0.096240
0.000000 0.096441
0.000000 0.096507
0.000000 0.096641
0.000000 0.096674
0.000000 0.096875
0.000000 0.096908
0.000000 0.096975
0.000000 0.097042
0.000000 0.097159
0.000000 0.097193
0.000000 0.097226
0.000000 0.097259
0.000000 0.097393
0.000000 0.097426
0.000000 0.097493
0.000000 0.097527
0.000000 0.097594
0.000000 0.097627
0.000000 0.097727
0.000000 0.097761
0.000000 0.097961
0.000000 0.098028
0.000000 0.098061
0.000000 0.098095
0.000000 0.098212
0.000000 0.098245
0.000000 0.098463
0.000000 0.098496
0.000000 0.098646
0.000000 0.098680
0.000000 0.098697
0.000000 0.098730
0.000000 0.098763
0.000000 0.098797
0.000000 0.099198
0.000000 0.099231
0.000000 0.099532
0.000000 0.099566
0.000000 0.099632
0.000000 0.099666
0.000000 0.099783
0.000000 0.099816
0.000000 0.099833
0.000000 0.099866
0.000000 0.100017
0.000000 0.100050
0.000000 0.100067
0.000000 0.100100
0.000000 0.100334
0.000000 0.100368
0.000000 0.100434
0.000000 0.100468
0.000000 0.100518
0.000000 0.100551
0.000000 0.100602
0.000000 0.100635
0.000000 0.100769
0.000000 0.100836
0.000000 0.100852
0.000000 0.100886
0.000000 0.100902
0.000000 0.100936
0.000000 0.101053
0.000000 0.101103
0.000000 0.101153
0.000000 0.101186
0.000000 0.101370
0.000000 0.101404
0.000000 0.101471
0.000000 0.101521
0.000000 0.101537
0.000000 0.101571
0.000000 0.101671
0.000000 0.101705
0.000000 0.101771
0.000000 0.101838
0.000000 0.101888
0.000000 0.101922
0.000000 0.101955
0.000000 0.102156
0.000000 0.102223
0.000000 0.102273
0.000000 0.102289
0.000000 0.102323
0.000000 0.102657
0.000000 0.102691
0.000000 0.102774
0.000000 0.102807
0.000000 0.102891
0.000000 0.102924
0.000000 0.102958
0.000000 0.102991
0.000000 0.103008
0.000000 0.103041
0.000000 0.103125
0.000000 0.103158
0.000000 0.103192
0.000000 0.103225
0.000000 0.103309
0.000000 0.103342
0.000000 0.103392
0.000000 0.103426
0.000000 0.103543
0.000000 0.103610
0.000000 0.103727
0.000000 0.103760
0.000000 0.103844
0.000000 0.103877
0.000000 0.103961
0.000000 0.103994
0.000000 0.104011
0.000000 0.104044
0.000000 0.104111
0.000000 0.104144
0.000000 0.104345
0.000000 0.104378
0.000000 0.104395
0.000000 0.104462
0.000000 0.104562
0.000000 0.104596
0.000000 0.104746
0.000000 0.104779
0.000000 0.104930
0.000000 0.104963
0.000000 0.104997
0.000000 0.105030
0.000000 0.105080
0.000000 0.105114
0.000000 0.105130
0.000000 0.105164
0.000000 0.105264
0.000000 0.105297
0.000000 0.105331
0.000000 0.105364
0.000000 0.105465
0.000000 0.105498
0.000000 0.105632
0.000000 0.105699
0.000000 0.105715
